>
2012 01 02  21 01 36   55928.876111   3.2608E-03
2012 01 02  21 11 36   55928.883056   1.1834E-02
2012 01 02  21 21 36   55928.890000   1.4388E-03
2012 01 02  21 31 36   55928.896944  -1.8181E-02
2012 01 02  21 41 36   55928.903889   4.0059E-03
2012 01 02  21 51 36   55928.910833   1.5239E-02
2012 01 02  22 01 36   55928.917778   5.0920E-02
2012 01 02  22 11 36   55928.924722   4.9246E-02
2012 01 02  22 21 36   55928.931667   6.8383E-02
2012 01 02  22 31 36   55928.938611   8.2318E-02
2012 01 02  22 41 36   55928.945556   1.0467E-01
2012 01 02  22 51 36   55928.952500   1.0441E-01
2012 01 02  23 01 36   55928.959444   9.8775E-02
2012 01 02  23 11 36   55928.966389   1.0876E-01
2012 01 02  23 21 36   55928.973333   1.3075E-01
2012 01 02  23 31 36   55928.980278   1.5390E-01
2012 01 02  23 41 36   55928.987222   1.4592E-01
2012 01 02  23 51 36   55928.994167   1.3028E-01
2012 01 03  00 01 36   55929.001111   1.0818E-01
2012 01 03  00 11 36   55929.008056   1.2362E-01
2012 01 03  00 21 36   55929.015000   1.2186E-01
2012 01 03  00 31 36   55929.021944   1.3489E-01
2012 01 03  00 41 36   55929.028889   1.2944E-01
2012 01 03  00 51 36   55929.035833   1.4537E-01
2012 01 03  01 01 36   55929.042778   1.6565E-01
2012 01 03  01 11 36   55929.049722   1.5109E-01
2012 01 03  01 21 36   55929.056667   1.3218E-01
2012 01 03  01 31 36   55929.063611   1.2837E-01
2012 01 03  01 41 36   55929.070556   1.6875E-01
2012 01 03  01 51 36   55929.077500   2.3322E-01
2012 01 03  02 01 36   55929.084444   2.5341E-01
2012 01 03  02 11 36   55929.091389   2.4812E-01
2012 01 03  02 21 36   55929.098333   2.7268E-01
2012 01 03  02 31 36   55929.105278   2.7354E-01
2012 01 03  02 41 36   55929.112222   2.9958E-01
2012 01 03  02 51 36   55929.119167   3.0386E-01
2012 01 03  03 01 36   55929.126111   3.0623E-01
2012 01 03  03 11 36   55929.133056   3.1760E-01
2012 01 03  03 21 36   55929.140000   3.0787E-01
2012 01 03  03 31 36   55929.146944   2.7683E-01
2012 01 03  03 41 36   55929.153889   2.3708E-01
2012 01 03  03 51 36   55929.160833   2.4076E-01
2012 01 03  04 01 36   55929.167778   2.1234E-01
2012 01 03  04 11 36   55929.174722   2.1597E-01
2012 01 03  04 21 36   55929.181667   1.8534E-01
2012 01 03  04 31 36   55929.188611   1.7077E-01
2012 01 03  04 41 36   55929.195556   1.9978E-01
2012 01 03  04 51 36   55929.202500   2.0271E-01
2012 01 03  05 01 36   55929.209444   2.2676E-01
2012 01 03  05 11 36   55929.216389   2.2491E-01
2012 01 03  05 21 36   55929.223333   2.5866E-01
2012 01 03  05 31 36   55929.230278   2.7873E-01
2012 01 03  05 41 36   55929.237222   3.2665E-01
2012 01 03  05 51 36   55929.244167   3.4223E-01
2012 01 03  06 01 36   55929.251111   3.6709E-01
2012 01 03  06 11 36   55929.258056   3.9353E-01
2012 01 03  06 21 36   55929.265000   3.6413E-01
2012 01 03  06 31 36   55929.271944   3.7062E-01
2012 01 03  06 41 36   55929.278889   3.3791E-01
2012 01 03  06 51 36   55929.285833   3.4205E-01
2012 01 03  07 01 36   55929.292778   3.2267E-01
2012 01 03  07 11 36   55929.299722   3.3357E-01
2012 01 03  07 21 36   55929.306667   3.1042E-01
2012 01 03  07 31 36   55929.313611   2.8789E-01
2012 01 03  07 41 36   55929.320556   2.4878E-01
